student_number,first_name,last_name,course,course_title,teacher
1149 ,Zong,Student 372,,Course 2,Teacher 5
1150 ,Song,Student 373,,Course 2,Teacher 5
1150 ,Chen,Student 374,,Course 2,Teacher 5
1151 ,Yang,Student 375,,Course 2,Teacher 5
1151 ,Zhang,Student 376,,Course 2,Teacher 5
1152 ,Li,Student 377,,Course 2,Teacher 5
1152 ,Yu,Student 104,,Course 2,Teacher 5
1152 ,Zong,Student 378,,Course 2,Teacher 5
1153 ,Song,Student 101,,Course 2,Teacher 5
1153 ,Chen,Student 379,,Course 2,Teacher 5
1154 ,Yang,Student 112,,Course 2,Teacher 5
1154 ,Zhang,Student 199,,Course 2,Teacher 5
1155 ,Li,Student 83,,Course 2,Teacher 5
1155 ,Yang,Student 27,,Course 2,Teacher 5
1155 ,Zhang,Student 380,,Course 2,Teacher 5
1156 ,Li,Student 381,,Course 2,Teacher 5
1156 ,Yu,Student 64,,Course 2,Teacher 5
1157 ,Zong,Student 85,,Course 2,Teacher 5
1157 ,Song,Student 5,,Course 2,Teacher 5
1158 ,Chen,Student 382,,Course 2,Teacher 5
1158 ,Yang,Student 98,,Course 2,Teacher 5
1158 ,Zhang,Student 84,,Course 2,Teacher 5
1159 ,Li,Student 383,,Course 2,Teacher 5
1159 ,Yu,Student 384,,Course 2,Teacher 5
1160 ,Zong,Student 7,,Course 2,Teacher 5
1160 ,Song,Student 175,,Course 2,Teacher 5
1161 ,Chen,Student 385,,Course 2,Teacher 5
1161 ,Yang,Student 386,,Course 2,Teacher 5
1162 ,Zhang,Student 387,,Course 2,Teacher 5
1162 ,Li,Student 102,,Course 2,Teacher 5
1162 ,Yang,Student 78,,Course 2,Teacher 5
1163 ,Zhang,Student 388,,Course 2,Teacher 5
1163 ,Li,Student 389,,Course 2,Teacher 5
1164 ,Yu,Student 390,,Course 2,Teacher 5
1164 ,Zong,Student 213,,Course 2,Teacher 5
1165 ,Song,Student 391,,Course 2,Teacher 5
1165 ,Chen,Student 392,,Course 2,Teacher 5
1165 ,Yang,Student 131,,Course 2,Teacher 5
1166 ,Zhang,Student 393,,Course 2,Teacher 5
1166 ,Li,Student 394,,Course 2,Teacher 5
1167 ,Yu,Student 176,,Course 2,Teacher 5
1167 ,Zong,Student 395,,Course 2,Teacher 5
1168 ,Song,Student 396,,Course 2,Teacher 5
1168 ,Chen,Student 397,,Course 2,Teacher 5
1168 ,Yang,Student 77,,Course 2,Teacher 5
1169 ,Zhang,Student 398,,Course 2,Teacher 5
1169 ,Li,Student 174,,Course 2,Teacher 5
1170 ,Yang,Student 399,,Course 2,Teacher 5
1170 ,Zhang,Student 93,,Course 2,Teacher 5
1171 ,Li,Student 46,,Course 2,Teacher 5
1171 ,Yu,Student 400,,Course 2,Teacher 5
1171 ,Zong,Student 401,,Course 2,Teacher 10
1172 ,Song,Student 402,,Course 2,Teacher 10
1172 ,Chen,Student 403,,Course 2,Teacher 10
1173 ,Yang,Student 404,,Course 2,Teacher 10
1173 ,Zhang,Student 71,,Course 2,Teacher 10
1174 ,Li,Student 405,,Course 2,Teacher 10
1174 ,Yu,Student 406,,Course 2,Teacher 10
1174 ,Zong,Student 190,,Course 2,Teacher 10
1175 ,Song,Student 407,,Course 2,Teacher 10
1175 ,Chen,Student 79,,Course 2,Teacher 10
1176 ,Yang,Student 22,,Course 2,Teacher 10
1176 ,Zhang,Student 408,,Course 2,Teacher 10
1177 ,Li,Student 48,,Course 2,Teacher 10
1177 ,Yang,Student 409,,Course 2,Teacher 10
1178 ,Zhang,Student 410,,Course 2,Teacher 10
1178 ,Li,Student 8,,Course 2,Teacher 10
1178 ,Yu,Student 411,,Course 2,Teacher 10
1179 ,Zong,Student 60,,Course 2,Teacher 10
1179 ,Song,Student 412,,Course 2,Teacher 10
1180 ,Chen,Student 413,,Course 2,Teacher 10
1180 ,Yang,Student 414,,Course 2,Teacher 10
1181 ,Zhang,Student 415,,Course 2,Teacher 10
1181 ,Li,Student 416,,Course 2,Teacher 10
1181 ,Yu,Student 417,,Course 2,Teacher 10
1182 ,Zong,Student 418,,Course 2,Teacher 10
1182 ,Song,Student 419,,Course 3,Teacher 12
1183 ,Chen,Student 420,,Course 3,Teacher 12
1183 ,Yang,Student 421,,Course 3,Teacher 12
1184 ,Zhang,Student 422,,Course 3,Teacher 12
1184 ,Li,Student 423,,Course 3,Teacher 12
1184 ,Yang,Student 424,,Course 3,Teacher 12
1185 ,Zhang,Student 425,,Course 3,Teacher 12
1185 ,Li,Student 426,,Course 3,Teacher 12
1186 ,Yu,Student 427,,Course 3,Teacher 12
1186 ,Zong,Student 428,,Course 3,Teacher 12
1187 ,Song,Student 429,,Course 3,Teacher 12
1187 ,Chen,Student 430,,Course 3,Teacher 12
1187 ,Yang,Student 431,,Course 3,Teacher 12
1188 ,Zhang,Student 432,,Course 3,Teacher 12
1188 ,Li,Student 433,,Course 3,Teacher 12
1189 ,Yu,Student 434,,Course 3,Teacher 12
1189 ,Zong,Student 435,,Course 3,Teacher 12
1190 ,Song,Student 436,,Course 3,Teacher 12
1190 ,Chen,Student 437,,Course 3,Teacher 12
1190 ,Yang,Student 438,,Course 3,Teacher 12
1191 ,Zhang,Student 439,,Course 3,Teacher 12
1191 ,Li,Student 440,,Course 3,Teacher 12
1192 ,Yang,Student 441,,Course 3,Teacher 12
1192 ,Zhang,Student 442,,Course 3,Teacher 12
1193 ,Li,Student 443,,Course 3,Teacher 12
1193 ,Yu,Student 444,,Course 3,Teacher 12
1194 ,Zong,Student 445,,Course 3,Teacher 12
1194 ,Song,Student 446,,Course 3,Teacher 12
1194 ,Chen,Student 447,,Course 3,Teacher 12
1195 ,Yang,Student 448,,Course 3,Teacher 12
1195 ,Zhang,Student 449,,Course 3,Teacher 12
1196 ,Li,Student 450,,Course 3,Teacher 12
1196 ,Yu,Student 451,,Course 3,Teacher 12
1197 ,Zong,Student 452,,Course 3,Teacher 12
1197 ,Song,Student 453,,Course 3,Teacher 12
1197 ,Chen,Student 454,,Course 3,Teacher 12
1198 ,Yang,Student 455,,Course 3,Teacher 12
1198 ,Zhang,Student 456,,Course 3,Teacher 12
1199 ,Li,Student 457,,Course 3,Teacher 12
1199 ,Yang,Student 458,,Course 3,Teacher 12
1200 ,Zhang,Student 459,,Course 3,Teacher 12
1200 ,Li,Student 460,,Course 3,Teacher 13
1200 ,Yu,Student 461,,Course 3,Teacher 13
1201 ,Zong,Student 462,,Course 3,Teacher 13
1201 ,Song,Student 463,,Course 3,Teacher 13
1202 ,Chen,Student 464,,Course 3,Teacher 13
1202 ,Yang,Student 465,,Course 3,Teacher 13
1203 ,Zhang,Student 466,,Course 3,Teacher 13
1203 ,Li,Student 467,,Course 3,Teacher 13
1203 ,Yu,Student 468,,Course 3,Teacher 13
1204 ,Zong,Student 469,,Course 3,Teacher 13
1204 ,Song,Student 470,,Course 3,Teacher 13
1205 ,Chen,Student 471,,Course 3,Teacher 13
1205 ,Yang,Student 472,,Course 3,Teacher 13
1206 ,Zhang,Student 473,,Course 3,Teacher 13
1206 ,Li,Student 474,,Course 3,Teacher 13
1207 ,Yang,Student 475,,Course 3,Teacher 13
1207 ,Zhang,Student 476,,Course 3,Teacher 13
1207 ,Li,Student 477,,Course 3,Teacher 13
1208 ,Yu,Student 478,,Course 3,Teacher 13
1208 ,Zong,Student 479,,Course 3,Teacher 13
1209 ,Song,Student 480,,Course 3,Teacher 13
1209 ,Chen,Student 481,,Course 3,Teacher 13
1210 ,Yang,Student 482,,Course 3,Teacher 13
1210 ,Zhang,Student 483,,Course 3,Teacher 13
1210 ,Li,Student 484,,Course 3,Teacher 13
1211 ,Yu,Student 485,,Course 3,Teacher 13
1211 ,Zong,Student 486,,Course 3,Teacher 13
1212 ,Song,Student 487,,Course 3,Teacher 13
1212 ,Chen,Student 488,,Course 3,Teacher 13
1213 ,Yang,Student 489,,Course 3,Teacher 13
1213 ,Zhang,Student 490,,Course 3,Teacher 13
1213 ,Li,Student 491,,Course 3,Teacher 13
1214 ,Yang,Student 492,,Course 3,Teacher 13
1214 ,Zhang,Student 493,,Course 3,Teacher 13
1215 ,Li,Student 494,,Course 3,Teacher 13
1215 ,Yu,Student 495,,Course 3,Teacher 13
1216 ,Zong,Student 496,,Course 3,Teacher 13
1216 ,Song,Student 497,,Course 3,Teacher 13
1216 ,Chen,Student 498,,Course 3,Teacher 13
1217 ,Yang,Student 499,,Course 3,Teacher 13
1217 ,Zhang,Student 500,,Course 3,Teacher 13
1218 ,Li,Student 501,,Course 3,Teacher 13
1218 ,Yu,Student 502,,Course 3,Teacher 13
1219 ,Zong,Student 258,,Course 3,Teacher 13
1219 ,Song,Student 503,,Course 3,Teacher 13
1219 ,Chen,Student 504,,Course 3,Teacher 13
1220 ,Yang,Student 505,,Course 3,Teacher 14
1220 ,Zhang,Student 506,,Course 3,Teacher 14
1221 ,Li,Student 507,,Course 3,Teacher 14
1221 ,Yang,Student 508,,Course 3,Teacher 14
1222 ,Zhang,Student 509,,Course 3,Teacher 14
1222 ,Li,Student 510,,Course 3,Teacher 14
1223 ,Yu,Student 511,,Course 3,Teacher 14
1223 ,Zong,Student 512,,Course 3,Teacher 14
1223 ,Song,Student 513,,Course 3,Teacher 14
1224 ,Chen,Student 514,,Course 3,Teacher 14
1224 ,Yang,Student 515,,Course 3,Teacher 14
1225 ,Zhang,Student 516,,Course 3,Teacher 14
1225 ,Li,Student 517,,Course 3,Teacher 14
1226 ,Yu,Student 518,,Course 3,Teacher 14
1226 ,Zong,Student 519,,Course 3,Teacher 14
1226 ,Song,Student 520,,Course 3,Teacher 14
1227 ,Chen,Student 521,,Course 3,Teacher 14
1227 ,Yang,Student 522,,Course 3,Teacher 14
1228 ,Zhang,Student 523,,Course 3,Teacher 14
1228 ,Li,Student 524,,Course 3,Teacher 14
1229 ,Yang,Student 525,,Course 3,Teacher 14
1229 ,Zhang,Student 526,,Course 3,Teacher 14
1229 ,Li,Student 527,,Course 3,Teacher 15
1230 ,Yu,Student 528,,Course 3,Teacher 15
1230 ,Zong,Student 529,,Course 3,Teacher 15
1231 ,Song,Student 530,,Course 3,Teacher 15
1231 ,Chen,Student 531,,Course 3,Teacher 15
1232 ,Yang,Student 532,,Course 3,Teacher 15
1232 ,Zhang,Student 533,,Course 3,Teacher 15
1232 ,Li,Student 534,,Course 3,Teacher 15
1233 ,Yu,Student 535,,Course 3,Teacher 15
1233 ,Zong,Student 536,,Course 3,Teacher 15
1234 ,Song,Student 537,,Course 3,Teacher 15
1234 ,Chen,Student 538,,Course 3,Teacher 15
1235 ,Yang,Student 539,,Course 3,Teacher 15
1235 ,Zhang,Student 540,,Course 3,Teacher 15
1235 ,Li,Student 541,,Course 3,Teacher 15
1236 ,Yang,Student 542,,Course 3,Teacher 15
1236 ,Zhang,Student 543,,Course 3,Teacher 15
1237 ,Li,Student 544,,Course 3,Teacher 15
1237 ,Yu,Student 545,,Course 3,Teacher 15
1238 ,Zong,Student 546,,Course 3,Teacher 15
1238 ,Song,Student 547,,Course 3,Teacher 15
1239 ,Chen,Student 548,,Course 3,Teacher 15
1239 ,Yang,Student 549,,Course 3,Teacher 15
1239 ,Zhang,Student 550,,Course 3,Teacher 15
1240 ,Li,Student 551,,Course 3,Teacher 15
1240 ,Yu,Student 552,,Course 3,Teacher 15
1241 ,Zong,Student 553,,Course 3,Teacher 15
1241 ,Song,Student 554,,Course 3,Teacher 15
1242 ,Chen,Student 555,,Course 3,Teacher 15
1242 ,Yang,Student 556,,Course 3,Teacher 15
1242 ,Zhang,Student 557,,Course 3,Teacher 15
1243 ,Li,Student 558,,Course 3,Teacher 15
1243 ,Yang,Student 559,,Course 3,Teacher 15
1244 ,Zhang,Student 560,,Course 3,Teacher 15
1244 ,Li,Student 561,,Course 3,Teacher 15
1245 ,Yu,Student 562,,Course 3,Teacher 15
1245 ,Zong,Student 563,,Course 3,Teacher 15
1245 ,Song,Student 564,,Course 3,Teacher 15
1246 ,Chen,Student 565,,Course 3,Teacher 15
1246 ,Yang,Student 566,,Course 3,Teacher 15
1247 ,Zhang,Student 567,,Course 3,Teacher 15
1247 ,Li,Student 568,,Course 3,Teacher 15
1248 ,Yu,Student 569,,Course 3,Teacher 15
1248 ,Zong,Student 570,,Course 3,Teacher 15
1248 ,Song,Student 571,,Course 3,Teacher 15
1249 ,Chen,Student 572,,Course 3,Teacher 15
1249 ,Yang,Student 573,,Course 3,Teacher 15
1250 ,Zhang,Student 574,,Course 3,Teacher 15
1250 ,Li,Student 575,,Course 3,Teacher 15
1251 ,Yang,Student 576,,Course 3,Teacher 15
1251 ,Zhang,Student 577,,Course 3,Teacher 15
1251 ,Li,Student 578,,Course 3,Teacher 15
1252 ,Yu,Student 579,,Course 3,Teacher 14
1252 ,Zong,Student 580,,Course 3,Teacher 14
1253 ,Song,Student 581,,Course 3,Teacher 14
1253 ,Chen,Student 582,,Course 3,Teacher 14
1254 ,Yang,Student 583,,Course 3,Teacher 14
1254 ,Zhang,Student 584,,Course 3,Teacher 14
1255 ,Li,Student 585,,Course 3,Teacher 14
1255 ,Yu,Student 586,,Course 3,Teacher 14
1255 ,Zong,Student 587,,Course 3,Teacher 14
1256 ,Song,Student 588,,Course 3,Teacher 14
1256 ,Chen,Student 589,,Course 3,Teacher 14
1257 ,Yang,Student 590,,Course 3,Teacher 14
1257 ,Zhang,Student 591,,Course 3,Teacher 14
1258 ,Li,Student 592,,Course 3,Teacher 14
1258 ,Yang,Student 593,,Course 3,Teacher 14
1258 ,Zhang,Student 594,,Course 3,Teacher 14
1259 ,Li,Student 595,,Course 3,Teacher 14
1259 ,Yu,Student 596,,Course 3,Teacher 14
1260 ,Zong,Student 597,,Course 3,Teacher 14
1260 ,Song,Student 598,,Course 3,Teacher 14
1261 ,Chen,Student 599,,Course 3,Teacher 14
1261 ,Yang,Student 600,,Course 3,Teacher 14
1261 ,Zhang,Student 601,,Course 3,Teacher 14
1262 ,Li,Student 602,,Course 3,Teacher 14
1262 ,Yu,Student 603,,Course 3,Teacher 16
1263 ,Zong,Student 604,,Course 3,Teacher 16
1263 ,Song,Student 605,,Course 3,Teacher 16
1264 ,Chen,Student 606,,Course 3,Teacher 16
1264 ,Yang,Student 607,,Course 3,Teacher 16
1264 ,Zhang,Student 608,,Course 3,Teacher 16
1265 ,Li,Student 609,,Course 3,Teacher 16
1265 ,Yang,Student 610,,Course 3,Teacher 16
1266 ,Zhang,Student 611,,Course 3,Teacher 16
1266 ,Li,Student 612,,Course 3,Teacher 16
1267 ,Yu,Student 613,,Course 3,Teacher 16
1267 ,Zong,Student 614,,Course 3,Teacher 16
1267 ,Song,Student 615,,Course 3,Teacher 16
1268 ,Chen,Student 616,,Course 3,Teacher 16
1268 ,Yang,Student 617,,Course 3,Teacher 16
1269 ,Zhang,Student 618,,Course 3,Teacher 16
1269 ,Li,Student 619,,Course 3,Teacher 16
1270 ,Yu,Student 620,,Course 3,Teacher 16
1270 ,Zong,Student 621,,Course 3,Teacher 16
1271 ,Song,Student 622,,Course 3,Teacher 16
1271 ,Chen,Student 623,,Course 3,Teacher 16
1271 ,Yang,Student 624,,Course 3,Teacher 17
1272 ,Zhang,Student 625,,Course 3,Teacher 17
1272 ,Li,Student 626,,Course 3,Teacher 17
1273 ,Yang,Student 627,,Course 3,Teacher 17
1273 ,Zhang,Student 628,,Course 3,Teacher 17
1274 ,Li,Student 629,,Course 3,Teacher 17
1274 ,Yu,Student 630,,Course 3,Teacher 17
1274 ,Zong,Student 631,,Course 3,Teacher 17
1275 ,Song,Student 632,,Course 3,Teacher 17
1275 ,Chen,Student 633,,Course 3,Teacher 17
1276 ,Yang,Student 634,,Course 3,Teacher 17
1276 ,Zhang,Student 635,,Course 3,Teacher 17
1277 ,Li,Student 636,,Course 3,Teacher 17
1277 ,Yu,Student 637,,Course 3,Teacher 17
1277 ,Zong,Student 638,,Course 3,Teacher 17
1278 ,Song,Student 639,,Course 3,Teacher 17
1278 ,Chen,Student 640,,Course 3,Teacher 17
1279 ,Yang,Student 641,,Course 3,Teacher 17
1279 ,Zhang,Student 642,,Course 3,Teacher 17
1280 ,Li,Student 348,,Course 3,Teacher 17
1280 ,Yang,Student 643,,Course 3,Teacher 17
1280 ,Zhang,Student 644,,Course 3,Teacher 17
1281 ,Li,Student 645,,Course 3,Teacher 17
1281 ,Yu,Student 646,,Course 3,Teacher 17
1282 ,Zong,Student 407,,Course 3,Teacher 17
1282 ,Song,Student 647,,Course 3,Teacher 17
1283 ,Chen,Student 648,,Course 3,Teacher 17
1283 ,Yang,Student 649,,Course 3,Teacher 17
1283 ,Zhang,Student 650,,Course 3,Teacher 17
1284 ,Li,Student 651,,Course 3,Teacher 17
1284 ,Yu,Student 652,,Course 3,Teacher 17
1285 ,Zong,Student 653,,Course 3,Teacher 17
1285 ,Song,Student 654,,Course 3,Teacher 17
1286 ,Chen,Student 655,,Course 3,Teacher 17
1286 ,Yang,Student 656,,Course 3,Teacher 17
1287 ,Zhang,Student 657,,Course 3,Teacher 17
1287 ,Li,Student 658,,Course 3,Teacher 17
1287 ,Yang,Student 659,,Course 3,Teacher 17
1288 ,Zhang,Student 660,,Course 3,Teacher 17
1288 ,Li,Student 661,,Course 3,Teacher 17
1289 ,Yu,Student 662,,Course 3,Teacher 17
1289 ,Zong,Student 663,,Course 3,Teacher 17
1290 ,Song,Student 664,,Course 3,Teacher 17
1290 ,Chen,Student 665,,Course 3,Teacher 17
1290 ,Yang,Student 666,,Course 3,Teacher 17
1291 ,Zhang,Student 667,,Course 3,Teacher 17
1291 ,Li,Student 668,,Course 3,Teacher 17
1292 ,Yu,Student 669,,Course 3,Teacher 17
1292 ,Zong,Student 670,,Course 3,Teacher 9
1293 ,Song,Student 671,,Course 3,Teacher 9
1293 ,Chen,Student 672,,Course 3,Teacher 9
1293 ,Yang,Student 233,,Course 3,Teacher 9
1294 ,Zhang,Student 673,,Course 3,Teacher 9
1294 ,Li,Student 674,,Course 3,Teacher 9
1295 ,Yang,Student 675,,Course 3,Teacher 9
1295 ,Zhang,Student 676,,Course 3,Teacher 9
1296 ,Li,Student 677,,Course 3,Teacher 9
1296 ,Yu,Student 678,,Course 3,Teacher 9
1296 ,Zong,Student 288,,Course 3,Teacher 9
1297 ,Song,Student 679,,Course 3,Teacher 9
1297 ,Chen,Student 680,,Course 3,Teacher 9
1298 ,Yang,Student 681,,Course 3,Teacher 9
1298 ,Zhang,Student 682,,Course 3,Teacher 9
1299 ,Li,Student 683,,Course 3,Teacher 9
1299 ,Yu,Student 684,,Course 3,Teacher 9
1300 ,Zong,Student 685,,Course 3,Teacher 9
1300 ,Song,Student 686,,Course 3,Teacher 9
1300 ,Chen,Student 687,,Course 3,Teacher 9
1301 ,Yang,Student 688,,Course 3,Teacher 9
1301 ,Zhang,Student 689,,Course 3,Teacher 9
1302 ,Li,Student 690,,Course 3,Teacher 9
1302 ,Yang,Student 691,,Course 3,Teacher 9
1303 ,Zhang,Student 692,,Course 3,Teacher 9
1303 ,Li,Student 693,,Course 3,Teacher 18
1303 ,Yu,Student 694,,Course 3,Teacher 18
1304 ,Zong,Student 695,,Course 3,Teacher 18
1304 ,Song,Student 696,,Course 3,Teacher 18
1305 ,Chen,Student 697,,Course 3,Teacher 18
1305 ,Yang,Student 698,,Course 3,Teacher 18
1306 ,Zhang,Student 699,,Course 3,Teacher 18
1306 ,Li,Student 700,,Course 3,Teacher 18
1306 ,Yu,Student 701,,Course 3,Teacher 18
1307 ,Zong,Student 702,,Course 3,Teacher 18
1307 ,Song,Student 703,,Course 3,Teacher 18
1308 ,Chen,Student 704,,Course 3,Teacher 18
1308 ,Yang,Student 705,,Course 3,Teacher 18
1309 ,Zhang,Student 706,,Course 3,Teacher 18
1309 ,Li,Student 707,,Course 3,Teacher 18
1309 ,Yang,Student 708,,Course 3,Teacher 18
1310 ,Zhang,Student 709,,Course 3,Teacher 18
1310 ,Li,Student 710,,Course 3,Teacher 18
1311 ,Yu,Student 711,,Course 3,Teacher 18
1311 ,Zong,Student 712,,Course 3,Teacher 18
1312 ,Song,Student 713,,Course 3,Teacher 18
1312 ,Chen,Student 714,,Course 3,Teacher 18
1312 ,Yang,Student 715,,Course 3,Teacher 18
1313 ,Zhang,Student 716,,Course 3,Teacher 18
1313 ,Li,Student 717,,Course 3,Teacher 9
1314 ,Yu,Student 718,,Course 3,Teacher 9
1314 ,Zong,Student 719,,Course 3,Teacher 9
1315 ,Song,Student 720,,Course 3,Teacher 9
1315 ,Chen,Student 721,,Course 3,Teacher 9
1316 ,Yang,Student 722,,Course 3,Teacher 9
1316 ,Zhang,Student 723,,Course 3,Teacher 9
1316 ,Li,Student 724,,Course 3,Teacher 9
1317 ,Yang,Student 725,,Course 3,Teacher 9
1317 ,Zhang,Student 726,,Course 3,Teacher 9
1318 ,Li,Student 727,,Course 3,Teacher 9
1318 ,Yu,Student 728,,Course 3,Teacher 9
1319 ,Zong,Student 729,,Course 3,Teacher 9
1319 ,Song,Student 730,,Course 3,Teacher 9
1319 ,Chen,Student 731,,Course 3,Teacher 9
1320 ,Yang,Student 732,,Course 3,Teacher 9
1320 ,Zhang,Student 733,,Course 3,Teacher 9
1321 ,Li,Student 734,,Course 3,Teacher 9
1321 ,Yu,Student 735,,Course 3,Teacher 9
1322 ,Zong,Student 736,,Course 3,Teacher 9
1322 ,Song,Student 737,,Course 3,Teacher 9
1322 ,Chen,Student 738,,Course 3,Teacher 9
1323 ,Yang,Student 739,,Course 3,Teacher 18
1323 ,Zhang,Student 740,,Course 3,Teacher 18
1324 ,Li,Student 741,,Course 3,Teacher 18
1324 ,Yang,Student 742,,Course 3,Teacher 18
1325 ,Zhang,Student 743,,Course 3,Teacher 18
1325 ,Li,Student 744,,Course 3,Teacher 18
1325 ,Yu,Student 745,,Course 3,Teacher 18
1326 ,Zong,Student 746,,Course 3,Teacher 18
1326 ,Song,Student 747,,Course 3,Teacher 18
1327 ,Chen,Student 748,,Course 3,Teacher 18
1327 ,Yang,Student 749,,Course 3,Teacher 18
1328 ,Zhang,Student 750,,Course 3,Teacher 18
1328 ,Li,Student 751,,Course 3,Teacher 18
1328 ,Yu,Student 752,,Course 3,Teacher 18
1329 ,Zong,Student 753,,Course 3,Teacher 18
1329 ,Song,Student 754,,Course 3,Teacher 18
1330 ,Chen,Student 755,,Course 3,Teacher 18
1330 ,Yang,Student 756,,Course 3,Teacher 18
1331 ,Zhang,Student 757,,Course 3,Teacher 18
1331 ,Li,Student 758,,Course 3,Teacher 18
1332 ,Yang,Student 759,,Course 3,Teacher 18
1332 ,Zhang,Student 760,,Course 3,Teacher 16
1332 ,Li,Student 761,,Course 3,Teacher 16
1333 ,Yu,Student 762,,Course 3,Teacher 16
1333 ,Zong,Student 763,,Course 3,Teacher 16
1334 ,Song,Student 764,,Course 3,Teacher 16
1334 ,Chen,Student 765,,Course 3,Teacher 16
1335 ,Yang,Student 766,,Course 3,Teacher 16
1335 ,Zhang,Student 767,,Course 3,Teacher 16
1335 ,Li,Student 768,,Course 3,Teacher 16
1336 ,Yu,Student 769,,Course 3,Teacher 16
1336 ,Zong,Student 770,,Course 3,Teacher 16
1337 ,Song,Student 771,,Course 3,Teacher 16
1337 ,Yang,Student 772,,Course 3,Teacher 16
1338 ,Zhang,Student 773,,Course 3,Teacher 16
1338 ,Li,Student 774,,Course 3,Teacher 16
1338 ,Yu,Student 775,,Course 3,Teacher 16
1339 ,Zong,Student 776,,Course 3,Teacher 16
1339 ,Song,Student 777,,Course 3,Teacher 16
1340 ,Chen,Student 778,,Course 3,Teacher 16
1340 ,Yang,Student 779,,Course 3,Teacher 16
1341 ,Zhang,Student 780,,Course 3,Teacher 16
1341 ,Li,Student 781,,Course 3,Teacher 16
1341 ,Yu,Student 782,,Course 3,Teacher 16
1342 ,Zong,Student 783,,Course 3,Teacher 16
1342 ,Song,Student 784,,Course 3,Teacher 16
1343 ,Chen,Student 785,,Course 3,Teacher 16
1343 ,Yang,Student 786,,Course 3,Teacher 16
1344 ,Zhang,Student 787,,Course 3,Teacher 16
1344 ,Li,Student 788,,Course 3,Teacher 16
1344 ,Yang,Student 789,,Course 3,Teacher 16
1345 ,Zhang,Student 790,,Course 3,Teacher 16
1345 ,Li,Student 791,,Course 3,Teacher 16
1346 ,Yu,Student 792,,Course 3,Teacher 16
1346 ,Zong,Student 793,,Course 3,Teacher 16
1347 ,Song,Student 794,,Course 3,Teacher 16
1347 ,Chen,Student 795,,Course 3,Teacher 16
1348 ,Yang,Student 796,,Course 3,Teacher 16
1348 ,Zhang,Student 797,,Course 3,Teacher 16
1348 ,Li,Student 798,,Course 3,Teacher 16
1349 ,Yu,Student 799,,Course 3,Teacher 16
1349 ,Zong,Student 800,,Course 3,Teacher 16
1350 ,Song,Student 801,,Course 3,Teacher 16
1350 ,Chen,Student 802,,Course 3,Teacher 16
1351 ,Yang,Student 803,,Course 3,Teacher 16
1351 ,Zhang,Student 804,,Course 3,Teacher 16
1351 ,Li,Student 805,,Course 3,Teacher 16
1352 ,Yang,Student 806,,Course 3,Teacher 16
1352 ,Zhang,Student 807,,Course 3,Teacher 16
1353 ,Li,Student 808,,Course 3,Teacher 16
1353 ,Yu,Student 809,,Course 3,Teacher 16
1354 ,Zong,Student 810,,Course 3,Teacher 16
1354 ,Song,Student 811,,Course 3,Teacher 18
1354 ,Chen,Student 812,,Course 3,Teacher 18
1355 ,Yang,Student 813,,Course 3,Teacher 18
1355 ,Zhang,Student 814,,Course 3,Teacher 18
1356 ,Li,Student 815,,Course 3,Teacher 18
1356 ,Yu,Student 816,,Course 3,Teacher 18
1357 ,Zong,Student 817,,Course 3,Teacher 18
1357 ,Song,Student 818,,Course 3,Teacher 18
1357 ,Chen,Student 819,,Course 3,Teacher 18
1358 ,Yang,Student 820,,Course 3,Teacher 18
1358 ,Zhang,Student 821,,Course 3,Teacher 18
1359 ,Li,Student 822,,Course 3,Teacher 18
1359 ,Yang,Student 823,,Course 3,Teacher 18
1360 ,Zhang,Student 824,,Course 3,Teacher 18
1360 ,Li,Student 825,,Course 3,Teacher 18
1360 ,Yu,Student 826,,Course 3,Teacher 18
1361 ,Zong,Student 827,,Course 3,Teacher 18
1361 ,Song,Student 828,,Course 3,Teacher 18
1362 ,Chen,Student 829,,Course 3,Teacher 18
1362 ,Yang,Student 830,,Course 3,Teacher 18
1363 ,Zhang,Student 831,,Course 3,Teacher 18
1363 ,Li,Student 832,,Course 3,Teacher 18
1364 ,Yu,Student 744,,Course 4,Teacher 19
1364 ,Zong,Student 553,,Course 4,Teacher 19
1364 ,Song,Student 582,,Course 4,Teacher 19
1365 ,Chen,Student 470,,Course 4,Teacher 19
1365 ,Yang,Student 461,,Course 4,Teacher 19
1366 ,Zhang,Student 695,,Course 4,Teacher 19
1366 ,Li,Student 593,,Course 4,Teacher 19
1367 ,Yang,Student 674,,Course 4,Teacher 19
1367 ,Zhang,Student 504,,Course 4,Teacher 19
1367 ,Li,Student 683,,Course 4,Teacher 19
1368 ,Yu,Student 789,,Course 4,Teacher 19
1368 ,Zong,Student 719,,Course 4,Teacher 19
1369 ,Song,Student 523,,Course 4,Teacher 19
1369 ,Chen,Student 747,,Course 4,Teacher 19
1370 ,Yang,Student 819,,Course 4,Teacher 19
1370 ,Zhang,Student 732,,Course 4,Teacher 19
1370 ,Li,Student 636,,Course 4,Teacher 19
1371 ,Yu,Student 599,,Course 4,Teacher 19
1371 ,Zong,Student 825,,Course 4,Teacher 19
1372 ,Song,Student 621,,Course 4,Teacher 19
1372 ,Chen,Student 830,,Course 4,Teacher 19
1373 ,Yang,Student 616,,Course 4,Teacher 19
1373 ,Zhang,Student 597,,Course 4,Teacher 19
1373 ,Li,Student 585,,Course 4,Teacher 19
1374 ,Yang,Student 429,,Course 4,Teacher 19
